#Study : ASU&adidas Session 1 - High
#Date : 20170917 21:33:01
#Version : 6.4.8223.4
#TestRunDate : 20170826 14:04:47.708 (-07:00)
#Tracker : Model-Tobii X2 @60Hz, Freq-60Hz, Screen Size(cms)-{Width=33.7, Height=27}, Screen Res-{Width=1920, Height=1200}, Distance(Resp)-70cm 

StudyName	ExportDate	Name	Age	Gender	StimuliBlock	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	Timestamp RAW (no units) (Shimmer Sensor)	Timestamp CAL (mSecs) (Shimmer Sensor)	VSenseBatt RAW (no units) (Shimmer Sensor)	VSenseBatt CAL (mVolts) (Shimmer Sensor)	GSR RAW (no units) (Shimmer Sensor)	GSR CAL (kOhms) (Shimmer Sensor)	GSR CAL (µSiemens) (Shimmer Sensor)	Packet reception rate RAW (no units) (Shimmer Sensor)	GSR Quality (Shimmer Sensor)	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818808	8018			16068643	1487296.875	2746	3999.30256410256	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818808	8018			16068899	1487304.6875	2731	3977.45641025641	19948	63.5881522554718	15.7262	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818822	8032			16069155	1487312.5	2745	3997.84615384615	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818826	8036			16069411	1487320.3125	2747	4000.75897435897	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818843	8053			16069667	1487328.125	2747	4000.75897435897	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818843	8053			16069923	1487335.9375	2732	3978.91282051282	19948	63.5881522554718	15.7262	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818846	8056			16070179	1487343.75	2739	3989.10769230769	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818864	8074			16070435	1487351.5625	2747	4000.75897435897	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818866	8076			16070691	1487359.375	2745	3997.84615384615	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818866	8076			16070947	1487367.1875	2734	3981.82564102564	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818882	8092			16071203	1487375	2737	3986.19487179487	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818889	8099			16071459	1487382.8125	2725	3968.71794871795	19948	63.5881522554718	15.7262	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818902	8112			16071715	1487390.625	2746	3999.30256410256	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818913	8123			16071971	1487398.4375	2732	3978.91282051282	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818913	8123			16072227	1487406.25	2749	4003.67179487179	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818922	8132			16072483	1487414.0625	2748	4002.21538461538	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818931	8141			16072739	1487421.875	2746	3999.30256410256	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818931	8141			16072995	1487429.6875	2734	3981.82564102564	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818945	8155			16073251	1487437.5	2748	4002.21538461538	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818951	8161			16073507	1487445.3125	2728	3973.08717948718	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818965	8175			16073763	1487453.125	2744	3996.38974358974	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818973	8183			16074019	1487460.9375	2735	3983.28205128205	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818973	8183			16074275	1487468.75	2744	3996.38974358974	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818987	8197			16074531	1487476.5625	2748	4002.21538461538	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818993	8203			16074787	1487484.375	2747	4000.75897435897	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140818993	8203			16075043	1487492.1875	2731	3977.45641025641	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819021	8231			16075299	1487500	2740	3990.5641025641	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819034	8244			16075555	1487507.8125	2724	3967.26153846154	19947	63.6099944023205	15.7208	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819034	8244			16075811	1487515.625	2746	3999.30256410256	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819041	8251			16076067	1487523.4375	2733	3980.36923076923	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819041	8251			16076323	1487531.25	2730	3976	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819052	8262			16076579	1487539.0625	2747	4000.75897435897	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819058	8268			16076835	1487546.875	2744	3996.38974358974	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819058	8268			16077091	1487554.6875	2732	3978.91282051282	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819067	8277			16077347	1487562.5	2732	3978.91282051282	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819081	8291			16077603	1487570.3125	2748	4002.21538461538	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819093	8303			16077859	1487578.125	2746	3999.30256410256	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819093	8303			16078115	1487585.9375	2733	3980.36923076923	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819096	8306			16078371	1487593.75	2739	3989.10769230769	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819110	8320			16078627	1487601.5625	2745	3997.84615384615	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819118	8328			16078883	1487609.375	2744	3996.38974358974	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819118	8328			16079139	1487617.1875	2735	3983.28205128205	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819135	8345			16079395	1487625	2745	3997.84615384615	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819137	8347			16079651	1487632.8125	2725	3968.71794871795	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819150	8360			16079907	1487640.625	2745	3997.84615384615	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819163	8373			16080163	1487648.4375	2733	3980.36923076923	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819163	8373			16080419	1487656.25	2748	4002.21538461538	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819175	8385			16080675	1487664.0625	2729	3974.54358974359	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819183	8393			16080931	1487671.875	2747	4000.75897435897	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819183	8393			16081187	1487679.6875	2731	3977.45641025641	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819192	8402			16081443	1487687.5	2739	3989.10769230769	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819206	8416			16081699	1487695.3125	2744	3996.38974358974	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819212	8422			16081955	1487703.125	2747	4000.75897435897	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819212	8422			16082211	1487710.9375	2734	3981.82564102564	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819226	8436			16082467	1487718.75	2737	3986.19487179487	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819238	8448			16082723	1487726.5625	2724	3967.26153846154	19946	63.6318515596167	15.7154	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819243	8453			16082979	1487734.375	2747	4000.75897435897	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819243	8453			16083235	1487742.1875	2734	3981.82564102564	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819257	8467			16083491	1487750	2744	3996.38974358974	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819266	8476			16083747	1487757.8125	2729	3974.54358974359	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819279	8489			16084003	1487765.625	2747	4000.75897435897	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819279	8489			16084259	1487773.4375	2730	3976	19945	63.6537237428389	15.71	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819287	8497			16084515	1487781.25	2747	4000.75897435897	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819298	8508			16084771	1487789.0625	2746	3999.30256410256	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819307	8517			16085027	1487796.875	2745	3997.84615384615	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819307	8517			16085283	1487804.6875	2731	3977.45641025641	19944	63.6756109674872	15.7046	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819320	8530			16085539	1487812.5	2740	3990.5641025641	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819330	8540			16085795	1487820.3125	2747	4000.75897435897	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819343	8553			16086051	1487828.125	2748	4002.21538461538	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819345	8555			16086307	1487835.9375	2733	3980.36923076923	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819345	8555			16086563	1487843.75	2740	3990.5641025641	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819357	8567			16086819	1487851.5625	2746	3999.30256410256	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819371	8581			16087075	1487859.375	2740	3990.5641025641	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819371	8581			16087331	1487867.1875	2734	3981.82564102564	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819387	8597			16087587	1487875	2746	3999.30256410256	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819416	8626			16087843	1487882.8125	2749	4003.67179487179	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819418	8628			16088099	1487890.625	2743	3994.93333333333	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819418	8628			16088355	1487898.4375	2730	3976	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819431	8641			16088611	1487906.25	2731	3977.45641025641	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819434	8644			16088867	1487914.0625	2741	3992.02051282051	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819435	8645			16089123	1487921.875	2745	3997.84615384615	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819435	8645			16089379	1487929.6875	2732	3978.91282051282	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819452	8662			16089635	1487937.5	2747	4000.75897435897	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819455	8665			16089891	1487945.3125	2726	3970.17435897436	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819469	8679			16090147	1487953.125	2745	3997.84615384615	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819469	8679			16090403	1487960.9375	2731	3977.45641025641	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819472	8682			16090659	1487968.75	2742	3993.47692307692	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819485	8695			16090915	1487976.5625	2748	4002.21538461538	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819494	8704			16091171	1487984.375	2743	3994.93333333333	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819494	8704			16091427	1487992.1875	2733	3980.36923076923	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819505	8715			16091683	1488000	2746	3999.30256410256	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819513	8723			16091939	1488007.8125	2725	3968.71794871795	19943	63.6975132490828	15.6992	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819527	8737			16092195	1488015.625	2745	3997.84615384615	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819536	8746			16092451	1488023.4375	2731	3977.45641025641	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819536	8746			16092707	1488031.25	2746	3999.30256410256	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819547	8757			16092963	1488039.0625	2748	4002.21538461538	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819561	8771			16093219	1488046.875	2747	4000.75897435897	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819561	8771			16093475	1488054.6875	2731	3977.45641025641	19942	63.7194306031681	15.6938	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819565	8775			16093731	1488062.5	2744	3996.38974358974	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819578	8788			16093987	1488070.3125	2743	3994.93333333333	19940	63.7633105910859	15.683	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819589	8799			16094243	1488078.125	2747	4000.75897435897	19940	63.7633105910859	15.683	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819589	8799			16094499	1488085.9375	2730	3976	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819599	8809			16094755	1488093.75	2745	3997.84615384615	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819613	8823			16095011	1488101.5625	2744	3996.38974358974	19940	63.7633105910859	15.683	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819637	8847			16095267	1488109.375	2747	4000.75897435897	19940	63.7633105910859	15.683	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819637	8847			16095523	1488117.1875	2734	3981.82564102564	19941	63.7413630453074	15.6884	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819638	8848			16095779	1488125	2740	3990.5641025641	19939	63.7852732561106	15.6776	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819640	8850			16096035	1488132.8125	2745	3997.84615384615	19939	63.7852732561106	15.6776	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819657	8867			16096291	1488140.625	2747	4000.75897435897	19939	63.7852732561106	15.6776	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819657	8867			16096547	1488148.4375	2734	3981.82564102564	19940	63.7633105910859	15.683	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819660	8870			16096803	1488156.25	2744	3996.38974358974	19939	63.7852732561106	15.6776	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819675	8885			16097059	1488164.0625	2744	3996.38974358974	19939	63.7852732561106	15.6776	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819678	8888			16097315	1488171.875	2743	3994.93333333333	19939	63.7852732561106	15.6776	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819678	8888			16097571	1488179.6875	2734	3981.82564102564	19939	63.7852732561106	15.6776	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819692	8902			16097827	1488187.5	2740	3990.5641025641	19938	63.80725105601	15.6722	100	VALID						
ASU&adidas Session 1 - High	20170917	H521	18	MALE	study	Experience centered all	TestImage	Shimmer Sensor Shimmer Sensor	20170826_140819706	8916			16098083	1488195.3125	2739	3989.10769230769	19938	63.80725105601	15.6722	100	VALID						
